predictor,decile,mean_importance_missing,mean_predictor,n,mean_importance_non_populist,mean_importance_not_voted,mean_importance_populist,filename,model
dim_5,8,,0.30634645315317005,520,0.002862373223671546,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,8,0.0004951044917106629,0.47255272498497597,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,8,,0.47256472660945015,520,,,0.0012905031442642211,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,8,,0.5119179945725661,520,,0.001005815313412593,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,9,,0.25900456355168266,520,0.005103517954166119,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,9,0.0013788829629237836,0.44529703580416163,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,9,,0.47277095501239486,520,,,0.003063363295335036,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_5,9,,0.6790118290827825,520,,0.003899837457216703,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,0,,0.2195978477051722,519,,-0.00416485101041996,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,0,,0.248072394516197,519,-0.0032580512107452217,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,0,,0.4450042665808646,519,,,-0.002547873467608913,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,0,-0.001409810861870503,0.6262806798681358,519,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,1,,0.24342259627122145,520,,-0.0021808016758698683,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,1,,0.27599076491135816,520,-0.0016143009066581725,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,1,,0.48192288325383115,520,,,-0.0012066803299463711,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,1,-0.0006315434208283057,0.5834818326509916,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,2,,0.24682652400090144,520,-0.0011434273077891423,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,2,,0.2723543900709886,520,,-0.0016067884289301358,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,2,,0.46699110177847053,520,,,-0.000715602246614603,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,2,-0.00031026042997837064,0.5876103327824519,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,3,,0.25340631925142726,520,-0.0008247358867755303,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,3,,0.3163223853478065,520,,-0.0011970744683192326,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,3,,0.4628655066856971,520,,,-0.000415620981500699,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,3,-0.00008030357555701182,0.48358659010667066,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,4,,0.32320621197040267,520,-0.00032384395599365233,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,4,0.00007124255912808272,0.36683833782489483,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,4,,0.38383384117713343,520,,-0.0008047691331459926,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,4,,0.4562929006723257,520,,,-0.00018656583359608284,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,5,0.000146079478928676,0.3059917156512921,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,5,,0.44832476102388824,520,,-0.00038341828263722933,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,5,,0.4575442387507512,520,,,0.000045560980932070656,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,5,,0.5182569063626803,520,0.0003594718873500824,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,6,0.0002178043986742313,0.3021115523118239,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,6,,0.43420838576096754,520,,,0.00030666584005722633,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,6,,0.4742479764498197,520,,0.00004023961866131196,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,6,,0.579568598820613,520,0.0006695787493999187,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,7,0.0003256006309619317,0.31213584313025844,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,7,,0.3774529970609225,520,,,0.0007097356594525851,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,7,,0.5253790635329026,520,,0.000559891015291214,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,7,,0.6049305842472956,520,0.0009078489473232856,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,8,,0.3372188274676983,520,,,0.0013927766909966103,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,8,0.0005649250860397632,0.3515007605919471,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,8,,0.5558157113882212,520,,0.0020945886006722082,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,8,,0.6013822115384615,520,0.001369120295231159,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,9,0.0011028750584675716,0.37121270986703725,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,9,,0.37736314626840445,520,,,0.003600027010991023,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,9,,0.6384382981520432,520,0.002772315190388606,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_6,9,,0.8488102839543269,520,,0.008022403717041016,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,0,-0.000381746847964895,0.3021082648422447,519,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,0,,0.4851983278013608,519,,-0.001911799802026767,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,0,,0.5784476983983622,519,,,-0.0042879048569813396,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,0,,0.6840175856514933,519,-0.005439281923003739,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,1,-0.0001136195630981372,0.3404050680307242,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,1,,0.4982400160569411,520,,-0.0008975590077730326,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,1,,0.5057603102463942,520,-0.00209655394920936,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,1,,0.5872767521784856,520,,,-0.00259477450297429,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,2,-0.00007634180812881543,0.3669660128079928,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,2,,0.4506603827843299,520,-0.0011410628373806292,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,2,,0.4774372100830078,520,,-0.0005162962354146517,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,2,,0.5616181006798378,520,,,-0.0017502981882828934,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,3,-0.00005715742635612304,0.2984637333796574,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,3,,0.39736116849459135,520,-0.0004302908021670121,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,3,,0.45674168513371394,520,,-0.00029801428318023684,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,3,,0.5701543954702524,520,,,-0.0011219541613872236,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,4,-0.00004539530939207627,0.3036625788762019,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,4,,0.33551891033466047,520,0.0000908840734225053,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,4,,0.4174363356370192,520,,-0.0001378656436617558,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,4,,0.5876867441030649,520,,,-0.0004506632685661316,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,5,,0.34968129671536957,520,0.0005137725518299983,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,5,,0.40696748586801385,520,,,0.00032590341109495896,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,5,,0.42793893080491285,520,,0.000017866785996235333,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,5,-1.8249494202721578e-6,0.6560494056114784,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,6,,0.29315120990459737,520,,,0.0009817928075790405,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,6,,0.3792947035569411,520,0.0009985985664220957,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,6,,0.4223514850323017,520,,0.00018756396781939726,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,6,0.000024801936860267934,0.689224125788762,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,7,,0.27283621567946215,520,,,0.0016861849106275118,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,7,,0.4171068338247446,520,,0.00041234960349706504,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,7,,0.4324566474327674,520,0.0016434530799205487,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,7,0.000043999958926668536,0.6426045931302584,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,8,,0.2934190309964694,520,,,0.0028277592017100406,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,8,,0.40887013948880707,520,,0.0008529244707180904,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,8,,0.43979653578538164,520,0.002511753485752986,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,8,0.00010463227159701861,0.5254168583796575,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,9,,0.3147214155930739,520,,,0.004662133180178129,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,9,0.0004949435591697693,0.34243927001953123,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,9,,0.44871893662672774,520,,0.0018682585312769964,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_7,9,,0.48862656813401445,520,0.0048883410600515514,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,0,-0.0012769182293401289,0.3586752419297176,519,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,0,,0.3944738310885567,519,-0.002310839232222423,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,0,,0.44053858644930155,519,,-0.002466938858546733,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,0,,0.5128046818551301,519,,,-0.00352497505085087,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,1,-0.0006054324599412772,0.40839776259202226,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,1,,0.4212039947509766,520,-0.0009974111731235798,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,1,,0.4369358943058894,520,,-0.001149467321542593,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,1,,0.5313296391413762,520,,,-0.0012307672546460079,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,2,-0.00033951843014130227,0.3902320568378155,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,2,,0.45086769690880407,520,-0.0006634287536144256,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,2,,0.4540730696458083,520,,-0.0007343141505351433,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,2,,0.5225222660945013,520,,,-0.0005987539887428283,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,3,-0.00022586284635158686,0.3694373497596154,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,3,,0.44162588853102464,520,,-0.0004865663555952219,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,3,,0.44927130479079025,520,,,-0.00023209835187746927,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,3,,0.45315413841834434,520,-0.00047210543774641475,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,4,-0.00013539686512488585,0.37180589529184194,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,4,,0.4067257807804988,520,,,0.00003101413066570575,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,4,,0.4316834376408504,520,,-0.0002955623544179476,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,4,,0.4678241436298077,520,-0.00032448344505750217,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,5,,0.38226341834435096,520,,,0.0002756262341370949,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,5,-0.00003532479660442242,0.39716515174278844,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,5,,0.43125313978928786,520,,-0.0001206243267426124,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,5,,0.4919949164757362,520,-0.00019993077103908245,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,6,,0.36262793907752405,520,,,0.0005471770006876725,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,6,,0.44207479036771336,520,,0.00010954984821952307,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,6,0.00008031222252891614,0.4568924537071815,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,6,,0.48795154278094954,520,-0.000058928203697387986,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,7,,0.35931575481708233,520,,,0.0008829855575011327,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,7,,0.4372182405911959,520,,0.00044375680960141695,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,7,,0.46973706758939304,520,0.00019955474596757155,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,7,0.0002606620295689656,0.5278810354379507,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,8,,0.3686773740328275,520,,,0.0014284633673154392,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,8,,0.37777924170860877,520,0.001056827146273393,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,8,,0.3849356431227464,520,,0.0010556187767248888,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,8,0.0005873833711330707,0.5113537715031551,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,9,,0.26035000727726865,520,0.0031750206763927753,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,9,,0.37323282681978664,520,,0.002947408648637625,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,9,,0.37782457791841945,520,,,0.002923193803200355,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_8,9,0.001783720231973208,0.477021730863131,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,0,,0.28388741847866994,519,-0.00895890013560624,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,0,,0.4727275752837488,519,,,-0.002555473921156573,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,0,-0.001086556727716229,0.5467043602857057,519,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,0,,0.5877836076740125,519,,-0.00339080786659079,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,1,,0.3397985311654898,520,-0.0030794631976347703,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,1,,0.49083087627704325,520,,,-0.001284290964786823,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,1,-0.0004900709367715396,0.5324559725247897,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,1,,0.5501815209021935,520,,-0.0020436014120395365,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,2,,0.4633948986346905,520,-0.0008932533172460702,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,2,,0.4913038107065054,520,,,-0.0008778935441604028,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,2,,0.5404235252967248,520,,-0.0014854175540117117,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,2,-0.00032218462572647974,0.551724595289964,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,3,,0.4905978276179387,520,0.00023386962711811066,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,3,,0.4980536827674279,520,,,-0.00061960552747433,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,3,,0.5488780095027044,520,,-0.0011331137556296127,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,3,-0.00025902874767780304,0.5634486271784855,520,,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,4,,0.477020263671875,520,0.000785561937552232,,,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
dim_9,4,,0.5032402625450721,520,,,-0.00042248133283395034,cv24p307_voting_behavior_populist_xgb_embeddings_collapsed_2022_len20_window2_walks100_dim32_dine_feature_importance.csv,embeddings
